ARTICLE CODE|DESCRIPTION|BRAND|BRAND DESCRIPTION|BAR CODE (EAN)|PROFIT CENTER|PROFIT CENTER DESCRIPTION|ARTICLE TYPE|ARTICLE TYPE DESCRIPTION|CATEGORY|CATEGORY DESCRIPTION|SUB CATEGORY|SUB CATEGORY DESCRIPTION|MERCHANDISE CATEGORY|MERCHANDISE CATEGORY DESCRIPTION|RETAIL PRICE|CURRENCY|ACTIVE STATUS|STORE ID|STORE DESCRIPTION|COUNTRY|REMARKS 1|REMARKS 2|REMARKS 3 
BVF80644|BVF OM CORAL SPR15-65EDT+75SOAP+75BL+PCH|BVF|BVLGARI|783320806445|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|406889|IDR|Y|||ID|FC00||
BVF80645|BVF MAN SPR15-100EDT+75SSG+75ASB+PCH|BVF|BVLGARI|783320806452|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|422134|IDR|Y|||ID|FC00||
BVF80646|BVF COLL BOOK 15 SIMPL CHINESE|BVF|BVLGARI|2050000298851|BVF13|BVLGARI EAU PARFUMEE/AU THE VERT-EPTV|ZPOS|LA: POS Material|10|Fragrance|115|Fragrance - Unisex|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF80647|BVF MJN LE SPR15- 75EDT+15JC+100BL+100SG|BVF|BVLGARI|783320806476|BVF22|BVLGARI MON JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|567890|IDR|Y|||ID|FC00||
BVF80648|BVF 2015 ICONIC MINIATURE SET|BVF|BVLGARI|783320806483|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF80652TR|BVF OMNIA JEWEL CHARM DUO SET TR SET|BVF|BVLGARI|2050000351662|BVF24|BVLGARI OMNIA (FEMALE)|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF80653TR|BVF OMNIA DUO SET TR|BVF|BVLGARI|783320806537|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF80658|BVF 2016 SHOPPING BAG CORPORATE SMALL|BVF|BVLGARI|783320806582|BVF43|BVLGARI ROSE GOLDEA|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9020|SHOPPING BAG|0|IDR|Y|||ID|FC00||
BVF80659|BVF 2016 CORPORATE LARGE SHOPPING BAG|BVF|BVLGARI|783320806599|BVF37|BVLGARI LE GEMME|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9020|SHOPPING BAG|0|IDR|Y|||ID|FC00||
BVF80706|BVF LG MEN TRAINING REMINDER ENGLISH|BVF|BVLGARI|2050000446672|BVF45|BVLGARI LE GEMME MEN|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF80713|BVF LG MEN TRAINING REMINDER S.CHINESE|BVF|BVLGARI|2050000446665|BVF45|BVLGARI LE GEMME MEN|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF80917|BVF CORPORATE WRAPPING PAPER 25MX70CM|BVF|BVLGARI|783320809170|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF80997|BVF CORPO 15 FRAGRANCE COLL BOOK(ENG)|BVF|BVLGARI|2050000294020|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF80999|BVF CORPO 15 FRAGRANCE COLL BOOK(T.CHI)|BVF|BVLGARI|2050000294013|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF81419|BVF EPTV 130° ANNIVERSARY EXCLUSIVE KIT|BVF|BVLGARI|2050000260780|BVF13|BVLGARI EAU PARFUMEE/AU THE VERT-EPTV|HAWA|LA: Selling Stock|10|Fragrance|115|Fragrance - Unisex|2450|PRINCIPAL COFF SET|1242281|IDR|Y|||ID|FC00||
BVF81771|BVF STICKER LOGO BVLGARI|BVF|BVLGARI|783320817717|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF82559|BVF POUR FEMME B/L 200ML|BVF|BVLGARI|783320825590|BVF17|BVLGARI FOR WOMEN|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|805000|IDR|Y|||ID|FC00||
BVF82722|BVF JN BLOTTER CARD 1=100|BVF|BVLGARI|783320827228|BVF19|BVLGARI JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9090|SAMPLING CARDS|0|IDR|N|||ID|FC00||
BVF82922|BVF OM PINK SAPPHIRE BODY LOTION 100ML|BVF|BVLGARI|783320829222|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|0|IDR|Y|||ID|FC00||
BVF82923|BVF OM PINK SAPPHIRE SHOWER GEL 100ML|BVF|BVLGARI|783320829239|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2140|SHOWER GEL/CREAM/OIL|0|IDR|Y|||ID|FC00||
BVF82924|BVF OM PINK SAPPHIRE EDT 1.5ML VIAL|BVF|BVLGARI|783320829246|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
BVF82925|BVF O.P SAPPHIRE SAMP SET (EDT1.5+BL10)|BVF|BVLGARI|783320829253|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF82926|BVF OM PINK SAPPHIRE BL 40ML GWP|BVF|BVLGARI|783320829260|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF82927|BVF OM PINK SAPPHIRE SG 40ML GWP|BVF|BVLGARI|783320829277|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF82928|BVF OM PINK SAPPHIRE EDT 5ML MINIATURE|BVF|BVLGARI|783320829284|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9070|MINIATURE|0|IDR|Y|||ID|FC00||
BVF82929|BVF OM PINK SAPPHIRE EDT 15ML GWP|BVF|BVLGARI|783320829291|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF82938|BVF OM PINK SAPPHIRE EDT 25ML JEWEL CHRM|BVF|BVLGARI|783320829383|BVF37|BVLGARI LE GEMME|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1420|EDP|0|IDR|Y|||ID|FC00||
BVF82939|BVF OM PINK SAPPHIRE EDT 40ML|BVF|BVLGARI|783320829390|BVF37|BVLGARI LE GEMME|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1420|EDP|0|IDR|Y|||ID|FC00||
BVF82941|BVF OM PINK SAPPHIRE EDT 65ML|BVF|BVLGARI|783320829413|BVF37|BVLGARI LE GEMME|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1420|EDP|0|IDR|Y|||ID|FC00||
BVF82956|BVF OM PINK SAPPHIRE EDT 65ML TS|BVF|BVLGARI|783320829567|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
BVF83010|BVF GTRN BLOTTER 1=100|BVF|BVLGARI|2050000472916|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF83011|BVF GTRN SHELF TESTER DISPLAY|BVF|BVLGARI|783320830112|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF83012|BVF GTRN SHELF SINGLE COUNTER DISPLAY|BVF|BVLGARI|783320830129|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF83021|BVF GOLDEA THE ROMAN NIGHT NOVELTY PLOT|BVF|BVLGARI|783320830211|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF83110|BVF POUR HOMME EDT 50ML|BVF|BVLGARI|783320831102|BVF16|BVLGARI FOR MEN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|0|IDR|Y|||ID|FC00||
BVF83130|BVF POUR HOMME EDT 30ML|BVF|BVLGARI|783320831300|BVF16|BVLGARI FOR MEN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|0|IDR|Y|||ID|FC00||
BVF83150|BVF POUR HOMME EDT 100ML|BVF|BVLGARI|783320831508|BVF16|BVLGARI FOR MEN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1450000|IDR|Y|||ID|FC00||
BVF83258|BVF POUR HOMME A/S BALM 100ML|BVF|BVLGARI|783320832581|BVF16|BVLGARI FOR MEN|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|0|IDR|Y|||ID|FC00||
BVF83320|BVF PH EXTREME EDT 50ML|BVF|BVLGARI|783320833205|BVF21|BVLGARI POUR HOMME EXTREME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|0|IDR|Y|||ID|FC00||
BVF83370|BVF POUR HOMME EXTREME EDT 100ML|BVF|BVLGARI|783320833700|BVF21|BVLGARI POUR HOMME EXTREME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1450000|IDR|Y|||ID|FC00||
BVF83390|BVF PH EXTREME EDT 30ML|BVF|BVLGARI|783320833908|BVF21|BVLGARI POUR HOMME EXTREME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|0|IDR|Y|||ID|FC00||
BVF83564|BVF POUR HOMME DEODORANT STICK 75G|BVF|BVLGARI|783320835643|BVF16|BVLGARI FOR MEN|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|0|IDR|Y|||ID|FC00||
BVF83679|BVF PH EXT EDT 100ML TS|BVF|BVLGARI|783320836794|BVF21|BVLGARI POUR HOMME EXTREME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
BVF84161|BVF PM SPLASH EAU SANS ALCOHOL 40ML|BVF|BVLGARI|783320841613|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2081|SCENTED WATER|0|IDR|Y|||ID|FC00||
BVF84167|BVF PM EDT W ALCOHOL 40ML|BVF|BVLGARI|783320841675|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1430|EDT|0|IDR|Y|||ID|FC00||
BVF84410|BVF PM REGULAR SET -100ML+3 OF 50GR SOAP|BVF|BVLGARI|783320844102|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|230748|IDR|Y|||ID|FC00||
BVF84498|BVF PM DELUXE-100ML+200(SG+BL)+6*50SOAP|BVF|BVLGARI|783320844980|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|440300|IDR|Y|||ID|FC00||
BVF84502|BVF PM SET - 6 OF 50 GR SOAPS|BVF|BVLGARI|783320845024|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2450|PRINCIPAL COFF SET|145758|IDR|Y|||ID|FC00||
BVF84506|BVF PM SET 100ML EDT + 75ML BL + TOWEL|BVF|BVLGARI|783320845062|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|262072|IDR|Y|||ID|FC00||
BVF84507|BVF PM SET - 100EDT+75BL+CHILD BACKPACK|BVF|BVLGARI|783320845079|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF84508|BVF PM16-EDT100+BL75+ BOX OF 5 PENCILS|BVF|BVLGARI|783320845086|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF84510|BVF PM16 EDT100+BL75+VANITY|BVF|BVLGARI|783320845109|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF84523|BVF PM GENTLE SHAMPOO & S/G 200ML|BVF|BVLGARI|783320845239|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|0|IDR|Y|||ID|FC00||
BVF84553|BVF PM GENTLE B/L 200ML|BVF|BVLGARI|783320845536|BVF29|BVLGARI PETIT MAMAN|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|0|IDR|Y|||ID|FC00||
BVF84703|BVF PM GENTLE GWP-SG 75ML+BL 75ML|BVF|BVLGARI|783320847035|BVF29|BVLGARI PETIT MAMAN|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
BVF85209|BVF BLACK EDT 75ML TS|BVF|BVLGARI|783320852091|BVF05|BVLGARI BLACK|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
BVF86500|BVF CRYSTAL XM17-EDT40+BL40+SSG40|BVF|BVLGARI|783320865008|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86502|BVF MIB XM17 - EDP60+SSG40+ASB40|BVF|BVLGARI|783320865022|BVF36|BVLGARI MAN IN BLACK|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86503|BVF GTRN XM17-EDP 50ML+EDP 15ML|BVF|BVLGARI|783320865039|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86504|BVF GOLDEA XM17-EDP 50ML+EDP 15ML|BVF|BVLGARI|783320865046|BVF41|BVLGARI GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86505|BVF ROSE GOLDEA XM17-EDP 50ML+EDP 15ML|BVF|BVLGARI|783320865053|BVF43|BVLGARI ROSE GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86506|BVF S J.NOIR XM17-EDP 50ML+ EDP 15ML|BVF|BVLGARI|783320865060|BVF47|BVLGARI SPLENDIDA JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86507|BVF S IRIS D'OR XM17-EDP 50ML+EDP 15ML|BVF|BVLGARI|783320865077|BVF48|BVLGARI SPLENDIDA IRIS D'OR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86508|BVF SPLENDIDA ROSE XM17-EDP50+15ML MINI|BVF|BVLGARI|2050000428319|BVF49|BVLGARI SPLENDIDA ROSE ROSE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86509|BVF CRYSTAL XM17-EDT65+BL75+SOAP75G+PCH|BVF|BVLGARI|2050000428302|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86510|BVF AMETH XM17-EDT65+BL75+SOAP75G+PCH|BVF|BVLGARI|2050000428296|BVF25|BVLGARI OMNIA AMETHYSTE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86511|BVF GOLDEA XM17- EDP90+BL75+SG+PCH|BVF|BVLGARI|2050000487873|BVF41|BVLGARI GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86512|BVF ROSE GOLDEA XM17-EDP90+BL75+SG75+PCH|BVF|BVLGARI|2050000428289|BVF43|BVLGARI ROSE GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86513|BVF AQVA PH XM17-EDT100+ASB75+SSG75+PCH|BVF|BVLGARI|2050000428272|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86514|BVF BLV PH XM17-EDT100+ASB75+SSG75+PCH|BVF|BVLGARI|2050000428265|BVF07|BVLGARI BLUE MEN'S LINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86515|BVF MAN EXT XM17-EDT100+ASB75+SSG75+PCH|BVF|BVLGARI|2050000428258|BVF33|BVLGARI BVL MAN EXTREME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86516|BVF MAN B COLG XM17-EDT100+ASB75+SSG+PCH|BVF|BVLGARI|2050000428241|BVF44|BVLGARI MAN BLACK COLOGNE EDT|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86517|BVF MIB XM17-EDP100+ASB75+SSG75+PCH|BVF|BVLGARI|2050000428234|BVF36|BVLGARI MAN IN BLACK|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86519|BVF GOLDEA ROMAN XM17-EDP75+15+MIRROR|BVF|BVLGARI|2050000428227|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86521|BVF XM17 WOMEN POUCH GWP|BVF|BVLGARI|783320865213|BVF49|BVLGARI SPLENDIDA ROSE ROSE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86522|BVF XM17 MEN POUCH GWP|BVF|BVLGARI|783320865220|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|50|Beauty Accessories|270|Beauty Accessories - Men|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86523|BVF GTRN 1.5ML DELUXE SAMP|BVF|BVLGARI|2050000472909|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
BVF86529|BVF MIX-W-L POS GOLD POMPON GWP|BVF|BVLGARI|2050000449499|BVF41|BVLGARI GOLDEA|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86530|BVF GOLDEA ROMAN NIGHT EDP 75ML TS|BVF|BVLGARI|783320865305|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
BVF86531|BVF GTRN 75ML DUMMY|BVF|BVLGARI|2050000472893|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86532PS|BVF GOLDEA ROMAN NIGHT EDP 75ML PS|BVF|BVLGARI|2050000457487|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9060|PRE-SERIES|0|IDR|N|||ID|FC00||
BVF86555|BVF MIX-W-L POS PINK POMPON GWP|BVF|BVLGARI|2050000449482|BVF43|BVLGARI ROSE GOLDEA|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86556|BVF MIX-W-L POS RED POMPON GWP|BVF|BVLGARI|2050000449475|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86557|BVF MIX-W-L POS WHITE POMPON GWP|BVF|BVLGARI|2050000449468|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86558|BVF MIX-W-L POS PURPLE POMPON GWP|BVF|BVLGARI|2050000449451|BVF25|BVLGARI OMNIA AMETHYSTE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86559|BVF MIX-W-L POS GREEN POMPON GWP|BVF|BVLGARI|2050000449444|BVF40|BVLGARI OMNIA PARAIBA|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86560|BVF CORAL XM17-EDT65+BL75+SOAP75+PCH|BVF|BVLGARI|783320865602|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF86572|BVF SPLENDIDA PRESS KIT|BVF|BVLGARI|2050000445187|BVF47|BVLGARI SPLENDIDA JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF86588|BVF CORPORATE RIBBON 2017|BVF|BVLGARI|2050000481703|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9020|SHOPPING BAG|0|IDR|Y|||ID|FC00||
BVF86593|BVF GTRN TRNN OLFACTIVE KIT A TRNN|BVF|BVLGARI|2050000464249|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF88219|BVF BLV PH EDT 100ML TS|BVF|BVLGARI|783320882197|BVF07|BVLGARI BLUE MEN'S LINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
BVF88549|BVF BLV PH A/S LOTION 100ML|BVF|BVLGARI|783320885495|BVF07|BVLGARI BLUE MEN'S LINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|0|IDR|Y|||ID|FC00||
BVF88567|BVF BLV PH DEO SPRY 100ML|BVF|BVLGARI|2050000230004|BVF07|BVLGARI BLUE MEN'S LINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|0|IDR|Y|||ID|FC00||
BVF88604|BVF BLV PH EDT 5ML MINI|BVF|BVLGARI|783320886041|BVF07|BVLGARI BLUE MEN'S LINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9070|MINIATURE|0|IDR|Y|||ID|FC00||
BVF88618|BVF BLV PH EDT 1.5ML VIAL|BVF|BVLGARI|783320886188|BVF07|BVLGARI BLUE MEN'S LINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
BVF90339|BVF THE BLANC BODY LOTION 40ML GWP|BVF|BVLGARI|2050000526725|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF90372|BVF EPTB OSHIBORI TOWEL 12G|BVF|BVLGARI|2050000290886|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|50|Beauty Accessories|265|Beauty Accessories - Women|2291|BEAUTY TOOLS|0|IDR|Y|||ID|FC00||
BVF90390|BVF EAU BLANC DELUXE SOAP W DISH 150G|BVF|BVLGARI|783320903908|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1040|BAR SOAP|0|IDR|Y|||ID|FC00||
BVF91103|BVF AQVA AMARA EDT 50ML|BVF|BVLGARI|783320911033|BVF34|BVLGARI AQVA POUR HOMME AMARA|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1140000|IDR|Y|||ID|FC00||
BVF91156|BVF AQVA PH EDT 150ML|BVF|BVLGARI|783320911569|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1715000|IDR|Y|||ID|FC00||
